id,title,address,latitude,longitude,description,body,photourl
EHEC,Health and Physical Education Center (HAPEC),"45425 National Rd W, St Clairsville, OH 43950",40.0751303,-80.97634912,Ohio University Eastern Health and Physical Education Center (HAPEC),,
SHAN,Shannon Hall,"45425 National Rd W, St Clairsville, OH 43950",40.07322107,-80.97600819,Ohio University Eastern Shannon Hall,,
